claim_id	claim_text	evidence_snippet	target_search_query	target_url	target_url_clean
012_032	The 21-year-old Walter was tasked with restoring much of Korea’s coal supply after the Japanese occupation.	A young lieutenant, he was charged with helping to revive the Korean coal industry.	walter kissinger	https://www.nytimes.com/2021/05/27/business/walter-kissinger-dead.html	nytimes.com/2021/05/27/business/walter-kissinger-dead
012_034	Instead he followed his brother to Harvard, graduating in 1953 with an MBA.	Because of the Communist witch hunts of the 1950s, he became disillusioned with the idea of government service and instead went to Harvard Business School, graduating in 1953.	walter kissinger	https://www.nytimes.com/2021/05/27/business/walter-kissinger-dead.html	nytimes.com/2021/05/27/business/walter-kissinger-dead
012_044	Walter retired from Allen in 1988 and devoted time to the family philanthropic foundation.	When he left the Allen Group in 1988, Walter Kissinger devoted himself full-time to philanthropy, founding the Long Island Research Institut	walter kissinger	https://forward.com/culture/470475/remembering-walter-kissinger-henrys-menschy-and-self-effacing-brother	forward.com/culture/470475/remembering-walter-kissinger-henrys-menschy-and-self-effacing-brother
012_050	Walter Kissinger, business executive, was born on June 21, 1924.	Walter Bernhard Kissinger was born on June 21, 1924, in Fürth, Germany, in northern Bavaria, just 13 months after Henry, who went on to become the most influential American secretary of state of the post-World War II era.	walter kissinger	https://www.nytimes.com/2021/05/27/business/walter-kissinger-dead.html	nytimes.com/2021/05/27/business/walter-kissinger-dead
053_003	It was 54 years ago that the Spring bank holiday in late May replaced the old Whit Monday holiday, which was a movable date seven weeks after Easter.	Spring Bank Holiday became a holiday in 1967 when it replaced Whit Monday as a public holiday in the UK.	spring bank holiday	https://officeholidays.com/holidays/united-kingdom/spring-bank-holiday	officeholidays.com/holidays/united-kingdom/spring-bank-holiday
033_000	Terminally ill people are treated worse than animals and Britain should legalise assisted dying “as soon as possible”, the Queen’s former physician has said.	He was a member of the Medical Household of Elizabeth II, and head from 1993 until 2005.	Sir Richard Thompson	https://en.wikipedia.org/wiki/richard_thompson_(physician)	en.wikipedia.org/wiki/richard_thompson_(physician)
033_001	Sir Richard Thompson, the former president of the Royal College of Physicians and the Queen’s private doctor for 21 years, said that helping patients to die who were “suffering uncontrollably” with a “nasty disease” should be part of the job.	Sir Richard Paul Hepworth Thompson, (born 14 April 1940) is a British physician and past president of the Royal College of Physicians in London.	Sir Richard Thompson	https://en.wikipedia.org/wiki/richard_thompson_(physician)	en.wikipedia.org/wiki/richard_thompson_(physician)
033_005	Ally Thomson, director of Dignity in Dying Scotland, said that too many people had experienced “the injustice of the blanket ban.	Dignity in Dying, the UK’s leading organisation campaigning for greater and choice and control for terminally ill people, has appointed Ally Thomson as its first Director for Scotland.	ally thomson dignity in dying	https://www.dignityindying.org.uk/news/appointed-first-director-scotland	dignityindying.org.uk/news/appointed-first-director-scotland
033_008	Gill Baird-Sangster died of Stage 4 melanoma skin cancer on May 21 last year, aged 44.	Leighanne Baird-Sangster, 41, lost her wife Gill last year to melanoma skin cancer having previously been diagnosed “cancer free” in 2013 following surgery.	Gill Baird-Sangster cancer may 21	https://www.melanomauk.org.uk/fundraisers/leighannes-melanoma-marathon	melanomauk.org.uk/fundraisers/leighannes-melanoma-marathon
033_009	Her wife, Leighanne, 42, said she was haunted by Gill’s painful last days.	Leighanne Baird-Sangster, 41, lost her wife Gill last year to melanoma skin cancer having previously been diagnosed “cancer free” in 2013 following surgery.	Leighanne Baird-Sangster cancer	https://www.bbc.co.uk/news/uk-scotland-59333511	bbc.co.uk/news/uk-scotland-59333511
033_013	Corri Black, a professor of public health in Aberdeenshire, became convinced of the need to change the law on assisted dying after her husband, Joe, 50, died of myeloma in January.	Professor Corri Black is a Co-Director of the Aberdeen Centre for Health Data Science, Deputy Director of Farr Institute@Scotland, Associate Director of HDRUK@Scotland and has 18 years experience of harnessing electronic health record data for research. 	corri black professor public health aberdeenshire	https://www.abdn.ac.uk/iahs/facilities/profiles/corri.black	abdn.ac.uk/iahs/facilities/profiles/corri.black
033_019	Gail Ross, a former SNP MSP, has joined the board of Dignity in Dying Scotland as patron and adviser after hearing from families who saw their loved ones die in agony.	Gail Elizabeth Ross is a former Scottish National Party (SNP) politician, who served as the  Member of the Scottish Parliament (MSP) for Caithness, Sutherland and Ross  from the election in May 2016 Up until 2021 when she decided to not seek re-election.	gail ross snp msp 	https://en.wikipedia.org/wiki/gail_ross	en.wikipedia.org/wiki/gail_ross
033_022	Under the 1961 Suicide Act it is a criminal offence in England and Wales to help someone end their life, with a prison sentence of 14 years.	A person who aids, abets, counsels or procures the suicide of another, or attempt by another to commit suicide shall be liable on conviction on indictment to imprisonment for a term not exceeding fourteen years.	1961 suicide act	https://en.wikipedia.org/wiki/suicide_act_1961	en.wikipedia.org/wiki/suicide_act_1961
033_023	In Scotland there is no specific crime of assisting a suicide but helping a person to die could lead to prosecution for murder, culpable homicide or reckless endangerment.	The Act did not apply to Scotland, as suicide was never an offence under Scots Law. Assisting a suicide in Scotland can in some circumstances constitute murder or culpable homicide	1962 suicide act	https://en.wikipedia.org/wiki/suicide_act_1961	en.wikipedia.org/wiki/suicide_act_1961
033_028	Two independent doctors and a High Court judge would have to assess each request, which if granted would enable a patient to die in a manner and at a time and place of their choosing.	Two independent doctors and a High Court judge would have to assess each request, which if granted would enable a terminally ill person to die in a manner, time and place of their choosing.	baroness meacher assisted dying bill	https://www.dignityindying.org.uk/news/first-reading-baroness-meacher-private-members-bill-assisted-dying	dignityindying.org.uk/news/first-reading-baroness-meacher-private-members-bill-assisted-dying
033_029	Thompson, 81, said he had been extremely moved by the “horrible” death of Charlie Kentish, 94, a British army veteran who had oesophageal cancer and repeatedly expressed a wish to die.	Sir Richard Paul Hepworth Thompson, (born 14 April 1940) is a British physician and past president of the Royal College of Physicians in London.	sir richard thompson	https://en.wikipedia.org/wiki/richard_thompson_(physician)	en.wikipedia.org/wiki/richard_thompson_(physician)
033_037	Assisted dying is legal in Switzerland, the Netherlands, Belgium, Luxembourg, Canada, Colombia, several US states, and the Australian state of Victoria, with legislation in Western Australia to take effect this summer.	Physician-assisted suicide is legal in some countries, under certain circumstances, including Belgium, Canada, Luxembourg, the Netherlands, Spain, Switzerland, parts of the United States (California, Colorado, Hawaii, Maine, Montana, New Jersey, New Mexico, Oregon, Vermont, Washington and Washington, D.C.) and Australia (Tasmania, Victoria, South Australia and Western Australia). 	assisted suicide legality	https://en.wikipedia.org/wiki/Assisted_suicide	en.wikipedia.org/wiki/assisted_suicide
033_040	In March, Spain approved laws allowing patients with a “serious and incurable” disease causing “unbearable suffering” to end their lives.	"Spain's lower house of parliament approved the law with support from centre and left-wing parties on Thursday. The law allows adults with ""serious and incurable"" diseases that cause ""unbearable suffering"" to choose to end their lives."	spain assisted dying law	https://bbc.com/news/world-europe-56446631	bbc.com/news/world-europe-56446631
033_041	Sir Terence English, who performed Britain’s first successful heart transplant in 1979, today reveals he also backs the campaign.	After being appointed to Papworth and Addenbrooke’s hospitals his main surgical interest became heart transplantation and he performed Britain’s first successful heart transplant in 1979.	sir terence english	https://www.terenceenglish.com	terenceenglish.com
033_043	He highlighted legislation in Oregon, where assisted dying has been legal since 1997.	In Oregon, it has been legal for terminally ill, mentally competent adults to have an assisted death since 1997.	assisted dying oregon	https://www.dignityindying.org.uk/assisted-dying/international-examples/assisted-dying-oregon	dignityindying.org.uk/assisted-dying/international-examples/assisted-dying-oregon
013_006	Thangam Debbonaire, shadow Commons leader, said: “Given we have got a recruitment crisis in parts of the NHS, I think it’s far more important we try and work with staff rather than against them.”	Thangam Elizabeth Rachel Debbonaire (née Singh; born 3 August 1966)[1] is a British Labour Party politician serving as Shadow Leader of the House of Commons since 2021. 	Thangam Debbonaire shadow Commons leader	https://en.wikipedia.org/wiki/thangam_debbonaire	en.wikipedia.org/wiki/thangam_debbonaire
013_008	Last week the European Medicines Agency recommended that use of the PfizerBioNTech vaccine be extended to 12 to 15-year-olds after a trial found that it was safe and effective for them.	The European Medicines Agency has approved the Pfizer/BioNTech coronavirus vaccine for 12 to 15-year-olds, the first vaccine to get the green light for children in the EU.	European Medicines Agency PfizerBioNTech vaccine 12 to 15 year olds	https://www.rte.ie/news/coronavirus/2021/0528/1224521-ema-covid-vaccine/	rte.ie/news/coronavirus/2021/0528/1224521-ema-covid-vaccine
013_012	Professor Adam Finn of the University of Bristol, a member of the Joint Committee on Vaccination and Immunisation (JCVI), said that vaccinating children should be less of a priority than ensuring vaccine access in other countries.	He is a member of the British Department of Health Joint Committee on Vaccination and Immunisation (JCVI) and in 2015 was elected president of the European Society for Paediatric Infectious Diseases (ESPID).	Professor Adam Finn University of Bristol	https://en.wikipedia.org/wiki/adam_finn	en.wikipedia.org/wiki/adam_finn
013_014	Professor Anthony Harnden, deputy chairman of the JCVI, said on Saturday that it was likely to set out a range of options for the government on the potential immunisation of children.	He has been the GP member of the Joint Committee of Vaccination and Immunisation (JCVI) since 2006 and Deputy Chairman since 2015.	Professor Anthony Harnden deputy chairman of the JCVI	https://www.phc.ox.ac.uk/team/anthony-harnden	phc.ox.ac.uk/team/anthony-harnden
013_015	Professor Peter Openshaw, from Imperial College London and a member of the New and Emerging Respiratory Virus Threats Advisory Group, told Times Radio that the emergence of new variants may influence the decision.	Openshaw is a member of the New and Emerging Respiratory Virus Threats Advisory Group.	Peter Openshaw Imperial College London	https://en.wikipedia.org/wiki/peter_openshaw_(immunologist)	en.wikipedia.org/wiki/peter_openshaw_(immunologist)
054_002	The lawyer’s comments in the last instalment of the radio series The Great Post Office Trial: The Reckoning came after the Court of Appeal last month quashed 39 convictions of subpostmasters for fraud after it was found that the system, made by the Japanese company Fujitsu , had been faulty.	There were jubilant scenes outside the Royal Courts of Justice today as 39 Subpostmasters' convictions were quashed by the Court of Appeal.	court of appeal quashed subpostmasters convictions	https://www.postofficetrial.com/2021/04/court-of-appeal-quashed-further-39.html	postofficetrial.com/2021/04/court-of-appeal-quashed-further-39
054_009	Ron Warmington, director of Second Sight, a fraud investigation business that the Post Office commissioned to conduct an independent review of the Horizon system, also spoke to Radio 4.	Since 2010  Ron has been Managing Director, and the majority Shareholder, of Second Sight Support Services Ltd ('2nd Sight')	ron warmington director second sight	https://postofficetrial.com/2019/12/second-sights-ron-warmington-breaks-his	postofficetrial.com/2019/12/second-sights-ron-warmington-breaks-his
054_012	Lord Arbuthnot of Edrom, a Conservative peer and campaigner for the postmasters, told the programme that from 2013 the Post Office “began to want to cover things up; they perverted the course of justice; they misled parliament; and I will find it very difficult ever to trust the Post Office again”.	James Norwich Arbuthnot, Baron Arbuthnot of Edrom,  (born 4 August 1952), is a British Conservative Party politician.	Lord Arbuthnot of Edrom	https://en.wikipedia.org/wiki/james_arbuthnot	en.wikipedia.org/wiki/james_arbuthnot
054_016	Paula Vennells, former chief executive, who oversaw the private prosecutions, told parliament six years ago that there had been no miscarriages of justice.	She was chief executive officer (CEO) of the Post Office Limited from 2012 to 2019.	paula vennells	https://en.wikipedia.org/wiki/paula_vennells	en.wikipedia.org/wiki/paula_vennells
055_000	Plastic pollution has been found in high concentrations on the remote Galapagos Islands where Darwin carried out key research spawning the theory of evolution.	Located 906 km (563 mi) west of continental Ecuador, the islands are known for their large number of endemic species that were studied by Charles Darwin during the second voyage of HMS Beagle.	galapagos islands	https://en.wikipedia.org/wiki/Gal%C3%A1pagos_Islands	en.wikipedia.org/wiki/gal%c3%a1pagos_islands
055_003	One hotspot, a beach used by the rare “Godzilla” marine iguana, had more than 400 plastic particles per square metre.	At the worst-polluted hotspots - including a beach used by the rare 'Godzilla' marine iguana - more than 400 plastic particles were found per square metre of beach.	beach godzilla marine iguana 400 plastic particles per square metre	https://eandt.theiet.org/content/articles/2021/06/plastic-pollution-entering-galapagos-seawater-beaches-and-animals	eandt.theiet.org/content/articles/2021/06/plastic-pollution-entering-galapagos-seawater-beaches-and-animals
055_010	All seven species of marine invertebrates examined contained microplastics, with more than half of the 123 animals tested containing plastic.	All seven marine invertebrate species examined were found to contain microplastics. 52% of the 123 individuals tested contained plastic.	All seven species of marine invertebrates examined contained microplastics with more than half of the 123 animals tested containing plastic	https://phys.org/news/2021-05-plastic-galapagos-seawater-beaches-animals.html	phys.org/news/2021-05-plastic-galapagos-seawater-beaches-animals
055_011	Lead author Dr Jen Jones, of GCT, said: “These animals are a crucial part of food webs that support the larger species that famously live on and around the Galapagos Islands.	Jen has a Masters in Marine Biology and a long-standing passion for all things conservation-related. She is responsible for managing GCT’s projects portfolio, both in Galapagos and the UK, and the Discovering Galapagos education programme. 	dr jen jones gct	https://galapagosconservation.org.uk/staff/jen-jones	galapagosconservation.org.uk/staff/jen-jones
055_018	Dr David Santillo, of the Greenpeace Research Laboratories at the University of Exeter, said: “This situation is only going to get worse if we don’t dramatically change our use of plastics.”	Dr David Santillo, Honorary Research Fellow (Greenpeace)	Dr David Santillo Greenpeace Research Laboratories	https://biosciences.exeter.ac.uk/staff/profile/index.php?web_id=david_santillo	biosciences.exeter.ac.uk/staff/profile/index.php?web_id=david_santillo
014_008	Houchen was a director and employee while Upshall owned the business.	Ultimate Beneficial Owners Mr Richard John Eric Upshall Mr Richard Eric John Upshall	richard upshall ru licit	https://opencorporates.com/companies/gb/09411243	opencorporates.com/companies/gb/09411243
014_036	After leaving RU Licit in June 2016, Houchen went into business with Benham Azadi, who had played a key role at Askaris as the man responsible for the airtime trading business, and a third person.	Resigned on 1 June 2016	ben houchen ru licit	https://find-and-update.company-information.service.gov.uk/company/09411243/officers	find-and-update.company-information.service.gov.uk/company/09411243/officers
014_037	They paid £450,000 to acquire the UK licence for an Australian sportswear business called BLK (Beyond Limits Known) Sports.	A newly launched performance sports apparel brand has started up in the Tees Valley, following a £450k acquisition deal.  Chief Executive Ben Houchen and Chief Operating Officer Mark Holt, together with Head of Purchasing Claire Fiddler and Head of Marketing Ben Azadi, have invested £450k to acquire the UK licence for Australia-based BLK Sports (Beyond Limits Known) and establish it at Stockton.	blk sports aquisition azadi	https://bdaily.co.uk/articles/2016/05/16/investors-acquire-uk-licence-to-launch-australian-sports-brand-in-stockton	bdaily.co.uk/articles/2016/05/16/investors-acquire-uk-licence-to-launch-australian-sports-brand-in-stockton
056_000	President Duque of Colombia has announced that he is deploying troops to the city of Cali as international alarm grows over the policing of anti-government protests across the country.	Iván Duque Márquez (Spanish pronunciation: [iˈβan ˈdu.ke ˈmaɾkes]; born 1 August 1976) is a Colombian politician and lawyer who is the current president of Colombia.	president duque colombia	https://en.wikipedia.org/wiki/iv%c3%a1n_duque	en.wikipedia.org/wiki/iv%c3%a1n_duque
056_001	Friday marked a full month of nationwide protests, which began over a proposed tax increase but have since transformed into a broader anti-establishment mobilisation .	A series of ongoing protests began in Colombia on 28 April 2021 against increased taxes, corruption, and health care reform proposed by the government of President Iván Duque Márquez.	colombia nationwide protests 2021	https://en.wikipedia.org/wiki/2021_Colombian_protests	en.wikipedia.org/wiki/2021_colombian_protests
056_006	Jorge Iván Ospina, the mayor of Cali, said in a video posted to social media.	Jorge Iván Ospina (born October 1965 in Cali, Colombia) is a former Colombian Senator and current mayor of Santiago de Cali, the third largest city in Colombia and the economic hub for Southwestern Colombia.	jorge ivan ospina mayor of cali	https://en.wikipedia.org/wiki/jorge_iv%c3%a1n_ospina	en.wikipedia.org/wiki/jorge_iv%c3%a1n_ospina
056_012	Human Rights Watch, which puts the death toll at 63, said that the situation in the city of 2.2 million people was “very serious”.	Human Rights Watch received 63 reports of deaths during Colombia's National Strike	human rights watch cali protests death toll 63	https://aldianews.com/culture/heritage-and-history/one-month-national-strike	aldianews.com/culture/heritage-and-history/one-month-national-strike
056_013	José Miguel Vivanco, the rights group’s Americas executive director, urged Duque to take “urgent measures to de-escalate, including a specific order prohibiting agents of the state from using firearms”.	José Miguel Vivanco Inostroza (born January 3, 1961) is a Chilean human rights lawyer, director of the Americas Division of Human Rights Watch since 1994.	jose miguel vivanco human rights watch	https://en.wikipedia.org/wiki/jos%c3%a9_miguel_vivanco	en.wikipedia.org/wiki/jos%c3%a9_miguel_vivanco
056_016	Antony Blinken, the US secretary of state, met Marta Lucía Ramirez, the Colombian vice-president, in Washington on Friday.	Antony John Blinken (born April 16, 1962) is an American government official and diplomat serving as the 71st United States secretary of state since January 26, 2021.	anthony blinken us secretary of state	https://en.wikipedia.org/wiki/antony_blinken	en.wikipedia.org/wiki/antony_blinken
034_000	A few years back I cheekily remarked that Patrick Harvie’s tendency to pop up to support the SNP in times of need, most notably budget time, reminded me of Benny Hill’s short bald-headed sidekick, Jackie Wright.	"John ""Jackie"" Wright was an Irish comedian, best known for being the bald-headed sidekick of comedian Benny Hill."	benny hill jackie wright	https://benny-hill.fandom.com/wiki/jack_wright	benny-hill.fandom.com/wiki/jack_wright
034_017	That investment is needed because while global oil demand looks set to peak within the next 20 years, oil and gas companies are aware that existing fields lack the reserves to ease the transition to renewables, because as oil consumption slows, the call on electricity, natural gas and renewables will ratchet up, amid the shift towards a lower-carbon economy.	Based on the oil production and extraction reports, it can be stated the oil has reached its zenith several times and will again reach its peak in the next twenty year.	oil production will peak within 20 years	https://www.marketwatch.com/story/bp-oil-demand-to-peak-around-within-20-years-2018-02-21	marketwatch.com/story/bp-oil-demand-to-peak-around-within-20-years-2018-02-21
034_021	Elsewhere the party wants a moratorium on expansion in salmon farming, an industry that is estimated to be worth about £2 billion to Scotland’s economy and supports thousands of jobs.	Scotland’s salmon farming sector is worth over £2 billion to the country’s economy, according to a new report.	salmon farming scotland 2 billion	https://thefishsite.com/articles/salmon-farming-worth-2-billion-to-scottish-economy	thefishsite.com/articles/salmon-farming-worth-2-billion-to-scottish-economy
034_022	Then there’s its proposed “millionaires’ tax”, which would fall on anyone who owns property, land, pensions or any other assets that have a combined value of more than £1 million.	We will therefore seek to introduce a 1% annual wealth tax for millionaires. This will be a tax on all wealth and assets above the £1m threshold, including property, land, pensions, and other assets. 	scottish greens millionaires tax	https://greens.scot/ourfuture/fair-taxes	greens.scot/ourfuture/fair-taxes
034_023	The party also called for a tax on “frequent flyers” to be levied on anyone who takes more than one flight a year.	Every passenger in Scotland will pay nothing for their first return flight in a 12-month period, with the levy incrementally rising for each additional flight after that.  This would not apply to domestic flights linking the Highlands and Islands to the rest of the country.	scottish greens frequent flyers  tax	https://greens.scot/ourfuture/fair-taxes	greens.scot/ourfuture/fair-taxes
057_000	A 2005 programme celebrating the tenth anniversary of Martin Bashir’s now-infamous interview with Diana, Princess of Wales, is the documentary that the BBC does not want you to see.	Diana, Princess of Wales (born Diana Frances Spencer; 1 July 1961 – 31 August 1997) was a member of the British royal family.	diana princess of wales	https://en.wikipedia.org/wiki/diana,_princess_of_wales	en.wikipedia.org/wiki/diana,_princess_of_wales
057_008	Richard Ayre, the BBC’s controller of editorial policy when the princess was interviewed, explains on Arena that the interview was kept hidden from the palace.	He was formerly a BBC journalist, first as a radio and television reporter in Belfast through the 1970s, before becoming the Home News Editor in London (1979–84), Head of BBC Westminster (1989–93), Controller of Editorial Policy (1993–96) and Deputy Chief Executive of BBC News (1996–2000).	richard ayre	https://en.wikipedia.org/wiki/richard_ayre	en.wikipedia.org/wiki/richard_ayre
057_018	He also describes a conversation with Tony Hall, now Lord Hall of Birkenhead, who was the BBC head of news.	Anthony William Hall, Baron Hall of Birkenhead, (born 3 March 1951) is a British life peer. He was Director-General of the BBC between April 2013 and August 2020, and chaired the Board of Trustees of the National Gallery until May 2021.	tony hall	https://en.wikipedia.org/wiki/tony_hall,_baron_hall_of_birkenhead	en.wikipedia.org/wiki/tony_hall,_baron_hall_of_birkenhead
057_029	Tim Gardam, the former deputy chief executive of BBC News, says: “The interview having been announced, we then had to do all the obvious things, such as, hide Martin Bashir and he disappeared off in the boot of a car somewhere.”	Tim worked for 25 years in senior broadcasting roles, starting at the BBC where he was editor of Panorama and Newsnight, and later becoming Head of Current Affairs and Weekly News.	tim gardam	https://cpm.well.ox.ac.uk/person/tim-gardam	cpm.well.ox.ac.uk/person/tim-gardam
057_036	Jonathan Maitland, a playwright and broadcaster, is writing a play about Bashir, his former colleague	Jonathan Maitland is a British playwright and broadcaster.	jonathan maitland	https://en.wikipedia.org/wiki/jonathan_maitland	en.wikipedia.org/wiki/jonathan_maitland
016_000	More than a third of Police Scotland officers have reported for duty when feeling “mentally unwell”, according to a new report.	Experts from Carleton University in Ottawa spoke out as a survey found more than a third of police officers have reported for duty when “mentally unwell” – with officers on average turning up for work in this condition a “staggering” 19 times over the last year.	a third of Police Scotland officers have reported for duty when feeling mentally unwell	https://scottishdailyexpress.co.uk/news/scottish-news/police-scotland-face-mental-health-25257203	scottishdailyexpress.co.uk/news/scottish-news/police-scotland-face-mental-health-25257203
016_003	A total of 2,286 officers — most of them constables and sergeants — took part in a survey commissioned by the Scottish Police Federation (SPF) and the Association of Scottish Police Superintendents, looking at welfare and wellbeing during the pandemic.	A total of 2,286 officers – mostly constables and sergeants – took part in a survey commissioned by the Scottish Police Federation (SPF) and the Association of Scottish Police Superintendents (ASPS), looking at welfare and wellbeing during the coronavirus pandemic.	survey 2286 offices spf asps	https://www.glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn	glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn
016_004	Almost two in five reported high stress, and one out of three were said to be experiencing moderate “burnout”.	Almost two out of five (38%) officers reported suffering from high levels of stress, with 57.6% experiencing moderate levels, according to the research.	two in five scottish police officers reported high stress survey spf asps	https://www.glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn	glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn
016_005	Sean Campeau, Linda Duxbury and Neil Cruickshank from Carleton University in Ottawa, the authors of the report, said the data, along with previous survey work with Police Scotland, “leads us to conclude that many frontline officers at Police Scotland are suffering from chronic stress”.	Report authors Sean Campeau, Linda Duxbury and Neil Cruickshank from Carleton University in Ottawa said the data, along with previous survey work with Police Scotland, “leads us to conclude that many frontline officers at Police Scotland are suffering from chronic stress associated with their circumstances at work”.	Linda Duxbury and Neil Cruickshank from Carleton University in Ottawa	https://www.glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn	glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn
016_006	The research, carried out in October and November, found that in the previous six months more than half of officers surveyed had gone to work when physically unwell.	The research, carried out in October and November 2020, found that in the previous six months more than half (53.5%) of officers surveyed reported going to work when physically unwell.	scottish police survey october and november scottish police overworked	https://scottishdailyexpress.co.uk/news/scottish-news/police-scotland-face-mental-health-25257203	scottishdailyexpress.co.uk/news/scottish-news/police-scotland-face-mental-health-25257203
016_008	It found that officers were on duty for an average of 43.9 hours a week, and half said they rarely had time for an uninterrupted break.	The report found Police Scotland officers are on duty for an average of 43.9 hours a week – with approximately half of staff surveyed saying they rarely, if ever, had time for an uninterrupted break while at work.	scottish police burnout average hours	https://www.glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn	glasgowtimes.co.uk/news/19339980.frontline-police-officers-suffering-chronic-stress-experts-warn
016_010	Unfortunately, the data from this study suggests that the culture within Police Scotland and the officers’ own work ethic means this is unlikely to happen.” Deputy Chief Constable Fiona Taylor said: “The safety and wellbeing of officers is a priority for Police Scotland and we have a range of mechanisms to support our people.”	Deputy Chief Constable Fiona Taylor QPM has executive responsibility for People and Professionalism, which includes the following areas of business:	Deputy Chief Constable Fiona Taylor	https://scotland.police.uk/about-us/who-we-are/executive-team/chief-constable/deputy-chief-constable-people-and-professionalism	scotland.police.uk/about-us/who-we-are/executive-team/chief-constable/deputy-chief-constable-people-and-professionalism
016_011	David Hamilton, chairman of the SPF, said: “It is disappointing but not surprising that many of these issues can be tracked to organisational culture and a lack of resources.”	David Hamilton became Chair of the Scottish Police Federation in April 2020.	David Hamilton chairman of the SPF	https://spf.org.uk/about/who-we-are/joint-central-committe	spf.org.uk/about/who-we-are/joint-central-committe
017_003	Holyrood approved the policy in 2012 to try to tackle the abuse of alcohol by changing the pricing of drinks in supermarkets, convenience stores and off-licences.	MUP is legal - passed in the Scottish Parliament in May 2012, tested in Europe, approved by the Scottish courts twice and finally by the UK Supreme Court in November 2017.	mup scotland	https://www.gov.scot/policies/alcohol-and-drugs/minimum-unit-pricing/	gov.scot/policies/alcohol-and-drugs/minimum-unit-pricing
017_004	The policy eventually began in Scotland in May 2018 despite strong opposition from a number of industry groups and a court challenge led by the Scotch Whisky Association.	MUP was implemented in Scotland on 1st May 2018.	mup scotland	https://gov.scot/policies/alcohol-and-drugs/minimum-unit-pricing	gov.scot/policies/alcohol-and-drugs/minimum-unit-pricing
017_005	The legislation imposed a minimum charge of 50p per unit of alcohol.	MUP sets a minimum price of 50p per unit of alcohol below which no alcohol in Scotland may be sold.	mup scotland	https://gov.scot/policies/alcohol-and-drugs/minimum-unit-pricing	gov.scot/policies/alcohol-and-drugs/minimum-unit-pricing
017_016	Alison Douglas, chief executive of Alcohol Focus Scotland, described the findings as “hugely encouraging”.	Alison Douglas is the Chief Executive of Alcohol Focus Scotland (AFS).	alison douglas alcohol focus	https://www.alcohol-focus-scotland.org.uk/about-afs/people	alcohol-focus-scotland.org.uk/about-afs/people
035_010	Lesley Macinnes, the council’s transport convener, said: “Whilst these are temporary for now, we know from our engagement with the public that people want to see permanent change.”	Transport and Environment Convener Lesley Macinnes writes about ambitious but complex plans to make walking, cycling and wheeling safer and easier during the coronavirus pandemic.	Lesley Macinnes council transport convener	https://smartclasses.co/experts/lesley-macinnes/	smartclasses.co/experts/lesley-macinnes
035_012	Graham Simpson, the Scottish Conservative transport spokesman, urged the government to be more ambitious when it comes to promoting and investing in forms of active travel.	A member of the Scottish Conservatives, he served as Shadow Cabinet Secretary for Transport, Infrastructure and Connectivity from 2020 to 2021.	Graham Simpson	https://en.wikipedia.org/wiki/graham_simpson_(politician)	en.wikipedia.org/wiki/graham_simpson_(politician)
036_001	Priti Patel is considering withdrawing the UK from part of the European Social Charter that gives citizens of 26 countries a £55 discount on application fees for most worker visas.	Your application fee could be reduced by £55 if you’re both: a CESC national from an eligible country Sponsors Sponsors do not have to pay a fee for a CoS issued to CESC nationals.	european social charter fee exemption	https://www.gov.uk/government/publications/fee-arrangements-for-cesc-nationals/fee-arrangements-for-cesc-nationals	gov.uk/government/publications/fee-arrangements-for-cesc-nationals/fee-arrangements-for-cesc-nationals
036_003	In addition employers are exempt from a £199 fee usually paid as part of their sponsorship of foreign workers.  	Sponsors do not have to pay a fee for a CoS issued to CESC nationals.	european social charter fee exemption	https://www.gov.uk/government/publications/fee-arrangements-for-cesc-nationals/fee-arrangements-for-cesc-nationals	gov.uk/government/publications/fee-arrangements-for-cesc-nationals/fee-arrangements-for-cesc-nationals
036_006	The Council of Europe was created after the war and is distinct from the EU.	The Council of Europe (CoE; French: Conseil de l'Europe, CdE) is an international organisation founded in the wake of World War II to uphold human rights, democracy and the rule of law in Europe.	council of europe creation	https://en.wikipedia.org/wiki/council_of_europe	en.wikipedia.org/wiki/council_of_europe
018_004	Professor Sir Mark Walport, a former chief scientific adviser to the government, said it was a “delicately balanced situation”.	Sir Mark Jeremy Walport (born 25 January 1953) is an English medical scientist and was the Government Chief Scientific Adviser in the United Kingdom from 2013 to 2017 and Chief Executive of UK Research and Innovation (UKRI) from 2017 to 2020.	Mark Walport, a former chief scientific adviser to the government	https://en.wikipedia.org/wiki/mark_walport	en.wikipedia.org/wiki/mark_walport
